0.87007,-0.67762,-1.4205,0.79286,-1.0875,0.91875,-1.772,-0.9413,0.7216,-0.27311,-0.94196,0.9413
0.74879,0.2062,-0.33329,-0.038604,-0.027197,0.54433,-1.1471,-0.25461,-1.1009,-1.3771,0.58625,-1.2715
-0.6903,0.0092432,-1.2244,0.085566,1.379,-1.7425,-0.92639,-1.2477,0.24738,-1.5673,1.0724,1.3308
-0.19445,-0.1667,-0.074556,-1.3276,-0.32554,-0.92705,0.35373,0.35661,0.065976,-0.96356,0.47097,-0.95447
0.52676,1.1577,0.61533,-1.3671,-0.58837,-1.6646,-1.4102,0.3763,-1.4872,0.36711,1.5553,-0.6315
-0.27689,-0.31825,0.52817,-1.2218,-2.0075,-0.27826,0.45714,0.72342,0.41558,0.11505,0.02134,0.066757
0.16122,0.26318,-1.3155,-1.8234,0.27286,0.16487,0.73935,-1.7215,-0.010042,0.14477,-0.47796,0.26604
-0.40638,-0.049403,-0.62124,0.53729,0.34003,-1.5959,0.29238,-1.0343,0.052484,0.46955,-1.5003,-0.24484
-1.0699,0.97395,-0.094394,0.32917,0.22159,-1.2108,0.30151,-0.98149,0.019313,-1.5859,-0.12116,1.0857
-0.073736,0.89217,-0.66529,-0.37362,0.57726,-0.5148,-0.56615,0.19877,-0.11461,-0.63386,-0.3964,-0.59614
0.30523,-0.43686,-0.58502,-0.57699,1.3685,-0.75383,0.82637,-0.95456,-1.2699,-1.0851,0.55045,0.86368
-0.61752,-1.5824,0.22221,0.25534,-0.97468,0.50554,-0.38179,-0.40603,-0.074666,-0.050281,-0.30642,-0.072232
-0.74746,-0.11913,-0.07296,0.15445,-0.13784,0.089205,-1.9036,0.21945,0.51246,-0.99511,0.89352,0.10262
-0.24783,0.13419,-0.45279,-0.067445,0.16608,-1.9873,-0.69374,-0.095473,-0.29943,-0.14846,-0.76607,0.08913
0.18686,0.95741,-1.1234,0.47636,-1.1388,1.397,-0.23345,-0.18767,-0.80321,-0.11496,0.10073,-1.5154
-1.0089,-1.5701,-0.038354,0.1965,-1.4776,0.036905,-0.084029,-0.42652,0.60631,0.14374,0.026459,0.1964
0.83626,1.2849,-0.63519,-1.024,0.49211,-0.89786,0.84303,-1.2123,0.05835,-1.1555,0.6784,-1.6704
